HEI Name,UII,Region,HEI Type,Province,City/Municipality,Status
Bukidnon State University-Libona,10014aa,10,2b,Bukidnon,Libona,Existing
Bukidnon State University-Baungon BSU,10014b,10,2b,Bukidnon,Baungon,Existing
Bukidnon State University-Kalilangan BSU,10014f,10,2b,Bukidnon,Kalilangan,Existing
Bukidnon State University-Medina ESC,10014l,10,2b,Misamis Oriental,Medina,Existing
Bukidnon State University-Talakag BSU,10014v,10,2b,Bukidnon,Talakag,Existing
Bukidnon State University-Talisayan ESC,10014w,10,2b,Misamis Oriental,Talisayan,Existing
Bukidnon State University-Malitbog,10014y,10,2b,Bukidnon,Malitbog,Existing
Bukidnon State University-Kadingilan,10014z,10,2b,Bukidnon,Kadingilan,Existing
Butuan City Colleges,10015,16,1,Agusan del Norte,Butuan City,Existing
Butuan Doctors' College,10016,16,1,Agusan del Norte,Butuan City,Existing
Capitol University,10017,10,1,Misamis Oriental,Cagayan De Oro City,Existing
Cagayan De Oro College,10018,10,1,Misamis Oriental,Cagayan De Oro City,Existing
Camiguin Polytechnic State College,10020,10,2a,Camiguin,Mambajao,Existing
Central Mindanao University,10022,10,2a,Bukidnon,Maramag,Existing
Christ the King College,10023,10,1,Misamis Oriental,Gingoog City,Existing
Colegio De Santo Niño De Jasaan,10024,10,1,Misamis Oriental,Jasaan,Existing
Don Jose Ecleo Memorial College,10026,16,1,Dinagat Islands,San Jose,Existing
Elisa R. Ochoa Memorial Northern Mindanao School of Midwifery,10027,16,1,Agusan del Norte,Butuan City,Existing
Fatima College of Camiguin,10029,10,1,Camiguin,Mambajao,Existing
Gingoog City College,10030,10,1,Misamis Oriental,Gingoog City,Existing
Gingoog Christian College,10031,10,1,Misamis Oriental,Gingoog City,Existing
Tangub City Global College,10032,10,3,Misamis Occidental,Tangub City,Existing
La Salle University,10034,10,1,Misamis Occidental,Ozamiz City,Existing
Liceo De Cagayan University,10036,10,1,Misamis Oriental,Cagayan De Oro City,Existing
Lourdes College,10037,10,1,Misamis Oriental,Cagayan De Oro City,Existing
Medina College,10039,10,1,Misamis Occidental,Ozamiz City,Existing
Medina Foundation College,10040,10,1,Misamis Occidental,Sapang Dalaga,Existing
Mindanao Arts and Technological Institute,10041,10,1,Bukidnon,Malaybalay City,Existing
University of Science and Technology of Southern Philippines,10043,10,2a,Misamis Oriental,Cagayan De Oro City,Existing
University of Science and Technology of Southern Philippines - Jasaan,10043 a,10,2b,Misamis Oriental,Jasaan,Existing
University of Science and Technology of Southern Philippines - Oroquieta,10043 b,10,2b,Misamis Oriental,Oroquieta City,Existing
University of Science and Technology of Southern Philippines - Panaon,10043 c,10,2b,Misamis Oriental,Panaon,Existing
Misamis Institute of Technology,10044,10,1,Misamis Occidental,Ozamiz City,Existing
University of Science and Technology of Southern Philippines - Claveria,10045,10,2b,Misamis Oriental,Claveria,Existing
Misamis University,10046,10,1,Misamis Occidental,Ozamiz City,Existing
Misamis University-Oroquieta City,10047,10,1,Misamis Occidental,Oroquieta City,Existing
Mountain View College,10049,10,1,Bukidnon,Valencia City,Existing
Mindanao Polytechnic State College-Oroquieta,10055,10,2b,#N/A,#N/A,Merged
Mindanao Polytechnic State College-Panaon,10056,10,2b,#N/A,#N/A,Merged
Northern Mindanao Colleges,10057,16,1,Agusan del Norte,Cabadbaran City,Existing
Caraga State University-Cabadbaran Campus,10058,16,2b,Agusan del Norte,Cabadbaran City,Existing
Golden Heritage Polytechnic College,10059,10,1,Misamis Oriental,Cagayan De Oro City,Existing
Caraga State University,10060,16,2a,Agusan del Norte,Butuan City,Existing
Northwestern Agusan Colleges,10062,16,1,Agusan del Norte,Nasipit,Existing
Northwestern Mindanao Christian Colleges,10063,10,1,Misamis Occidental,Tudela,Existing
Philippine College Foundation,10066,10,1,Bukidnon,Valencia City,Existing
Pilgrim Christian College,10067,10,1,Misamis Oriental,Cagayan De Oro City,Existing
Philippine Normal University-Mindanao Campus,10068,16,2b,Agusan del Sur,Prosperidad,Existing
Quezon Institute of Technology,10069,10,1,Bukidnon,Quezon,Existing
Sacred Heart College of Calamba,10070,10,1,Misamis Occidental,Calamba,Existing
Saint Francis Xavier College,10071,16,1,Agusan del Sur,San Francisco,Existing
St. John Vianney Theological Seminary,10072,10,1,Misamis Oriental,Cagayan De Oro City,Existing
Saint Joseph Institute of Technology,10073,16,1,Agusan del Norte,Butuan City,Existing
St. Jude Thaddeus Institute of Technology,10074,16,1,Surigao del Norte,Surigao City,Existing
St. Peter's College of Misamis Oriental,10075,10,1,Misamis Oriental,Balingasag,Existing
St. Rita's College of Balingasag,10076,10,1,Misamis Oriental,Balingasag,Existing
San Agustin Institute of Technology,10077,10,1,Bukidnon,Valencia City,Existing
San Francisco Colleges,10078,16,1,Agusan del Sur,San Francisco,Existing
San Isidro College,10079,10,1,Bukidnon,Malaybalay City,Existing
St. Paul University Surigao,10080,16,1,Surigao del Norte,Surigao City,Existing
Southern Capital Colleges,10082,10,1,Misamis Occidental,Oroquieta City,Existing
Southern De Oro Philippines College,10083,10,1,Misamis Oriental,Cagayan De Oro City,Existing
Surigao del Norte State University,10087,16,2a,Surigao del Norte,Surigao City,Existing
Surigao Education Center,10088,16,1,Surigao del Norte,Surigao City,Existing
Northwestern Mindanao State College of Science and Technology,10089,10,2a,Misamis Occidental,Tangub City,Existing
Father Saturnino Urios University,10090,16,1,Agusan del Norte,Butuan City,Existing
Valencia Colleges-Bukidnon,10091,10,1,Bukidnon,Valencia City,Existing
Xavier University (Ateneo de Cagayan),10093,10,1,Misamis Oriental,Cagayan De Oro City,Existing
Northeastern Mindanao Colleges,10094,16,1,Surigao del Norte,Surigao City,Existing
Surigao del Norte State University-Del Carmen,10095,16,2b,Surigao del Norte,Del Carmen,Existing
STI College-Cagayan De Oro,10098,10,1,Misamis Oriental,Cagayan De Oro City,Existing
Philippine Countryville College,10103,10,1,Bukidnon,Maramag,Existing
Roman C. Villalon Memorial Colleges Foundation,10104,10,1,Bukidnon,Kibawe,Existing
Oro Bible College,10105,10,1,Misamis Oriental,Cagayan De Oro City,Existing
Dr. Solomon U. Molina College,10107,10,1,Misamis Occidental,Oroquieta City,Existing
Mindanao State University-Naawan,10108,10,2b,Misamis Oriental,Naawan,Existing
Adventist Technological Institute,10109,10,1,Misamis Occidental,Jimenez,Existing
Tagoloan Community College,10111,10,3,Misamis Oriental,Tagoloan,Existing
Initao College,10112,10,3,Misamis Oriental,Initao,Existing
Opol Community College,10113,10,3,Misamis Oriental,Opol,Existing
Northern Bukidnon State College,10114,10,2a,Bukidnon,Manolo Fortich,Existing
ACLC College of Bukidnon,10115,10,1,Bukidnon,Valencia City,Existing
Don Carlos Polytechnic College,10116,10,3,Bukidnon,Don Carlos,Existing
IBA College of Mindanao,10117,10,1,Bukidnon,Valencia City,Existing
Misamis Oriental Institute of Science and Technology,10118,10,1,Misamis Oriental,Balingasag,Existing
The New El Salvador Colleges,10120,10,1,Misamis Oriental,El Salvador City,Existing
Our Lady of Triumph Institute of Technology,10122,10,1,Misamis Occidental,Ozamiz City,Existing
Vineyard International Polytechnic College,10123,10,1,Misamis Oriental,Cagayan de Oro City,Existing
Pangantucan Bukidnon Community College,10125,10,3,Bukidnon,Pangantucan,Existing
City College of El Salvador,10126,10,3,Misamis Oriental,El Salvador City,Existing
Community College of Gingoog City,10127,10,3,Misamis Oriental,Gingoog City,Existing
Magsaysay College,10128,10,3,Misamis Oriental,Magsaysay,Existing
Salay Community College,10129,10,3,Misamis Oriental,Salay,Existing
STI College-Iligan,10130,10,1,Lanao Del Norte,Iligan City,Existing
STI College-Malaybalay,10131,10,1,Bukidnon,Malaybalay City,Existing
STI College-Valencia,10132,10,1,Bukidnon,Valencia City,Existing
Tubod College,10133,10,3,Lanao Del Norte,Tubod,Existing
Bukidnon State University-Cabanglasan ESC,10134,10,2b,Bukidnon,Cabanglasan,Existing
Bukidnon State University-Damulog Satellite ESC,10135,10,2b,Bukidnon,Damulog,Existing
Bukidnon State University-Kitaotao Satellite ESC,10136,10,2b,Bukidnon,Kitaotao,Existing
Bukidnon State University-Quezon Satellite ESC,10137,10,2b,Bukidnon,Quezon,Existing
Bukidnon State University-San Fernando Satellite ESC,10138,10,2b,Bukidnon,San Fernando,Existing
Bukidnon State University-Impasugong,10139,10,2b,Bukidnon,Impasugong,Existing
University of Science and Technology in Southern Philippines-Alubijid,10140,10,2b,Misamis Oriental,Alubijid,Existing
University of Science and Technology in Southern Philippines-Balubal,10141,10,2b,Misamis Oriental,Balubal,Existing
University of Science and Technology in Southern Philippines-Villanueva,10142,10,2b,Misamis Oriental,Villanueva,Existing
Cagayan De Oro College - Iligan Campus,10143,10,1,Lanao del Norte,Iligan City,Existing
Juanito K. La Viña Sr. Colleges,10144,10,1,Bukidnon,Valencia City,Existing
City College of Cagayan de Oro,10145,10,3,Misamis Oriental,Cagayan de Oro City,Existing
Colegio de Kapatagan,10146,10,3,Lanao del Norte,Kapatagan,Existing
Bukidnon State University - Lantapan Campus,10147,10,2b,Bukidnon,Lantapan,Existing
Agro-Industrial Foundation College of the Philippines-Davao,11001,11,1,Davao del Sur,Davao City,Existing
AMA Computer College-Davao,11002,11,1,Davao del Sur,Davao City,Existing
Andres Soriano Colleges of Bislig,11003,16,1,Surigao del Sur,Bislig City,Existing
Arriesgado College Foundation,11004,11,1,Davao del Norte,Tagum City,Existing
Assumption College of Nabunturan,11006,11,1,Davao de Oro,Nabunturan,Existing
Ateneo de Davao University,11007,11,1,Davao del Sur,Davao City,Existing
Brokenshire College,11008,11,1,Davao del Sur,Davao City,Existing
Cor Jesu College,11012,11,1,Davao del Sur,Digos City,Existing
Davao Central College,11014,11,1,Davao del Sur,Davao City,Existing
Davao del Norte State College,11015,11,2a,Davao del Norte,Panabo City,Existing
Davao Doctors College,11016,11,1,Davao del Sur,Davao City,Existing
Davao Medical School Foundation,11018,11,1,Davao del Sur,Davao City,Existing
DMMA College of Southern Philippines,11019,11,1,Davao del Sur,Davao City,Existing
Davao Oriental State University,11021,11,2a,Davao Oriental,Mati City,Existing
Davao Oriental State University-Cateel Extension Campus,11021a,11,2b,Davao Oriental,Cateel,Existing
Davao Oriental State University-San Isidro Campus,11021b,11,2b,Davao Oriental,San Isidro,Existing
Davao Oriental State University-Banaybanay Campus,11021c,11,2b,Davao Oriental,Banaybanay,Existing
St. Alexius College,11022,12,1,South Cotabato,Koronadal City,Existing
Edenton Mission College,11024,12,1,Sarangani,Maitum,Existing
Evelyn E. Fabie College,11026,11,1,Davao del Sur,Davao City,Existing
Gensantos Foundation College,11029,12,1,South Cotabato,General Santos City,Existing
General Baptist Bible College,11030,11,1,Davao del Sur,Davao City,Existing
Holy Cross College of Calinan,11033,11,1,Davao del Sur,Davao City,Existing
St. Mary'S College of Bansalan,11034,11,1,Davao del Sur,Bansalan,Existing
Holy Cross of Davao College,11035,11,1,Davao del Sur,Davao City,Existing
Holy Trinity College of General Santos City,11036,12,1,South Cotabato,General Santos City,Existing
King's College of Marbel,11038,12,1,South Cotabato,Koronadal City,Existing
Liceo De Davao,11039,11,1,Davao del Norte,Tagum City,Existing
Mati Polytechnic College,11041,11,1,Davao Oriental,Mati City,Existing
MATS College of Technology,11042,11,1,Davao del Sur,Davao City,Existing
Mindanao Medical Foundation College,11044,11,1,Davao del Sur,Davao City,Existing
Mindanao Polytechnic College,11045,12,1,South Cotabato,General Santos City,Existing
Mindanao State University-General Santos,11048,12,2b,South Cotabato,General Santos City,Existing
North Davao College-Tagum Foundation,11049,11,1,Davao del Norte,Tagum City,Existing
North Davao Colleges-Panabo,11050,11,1,Davao del Norte,Panabo City,Existing
Notre Dame of Dadiangas University,11051,12,1,South Cotabato,General Santos City,Existing
Notre Dame of Marbel University,11052,12,1,South Cotabato,Koronadal City,Existing
Philippine Women's College of Davao,11055,11,1,Davao del Sur,Davao City,Existing
Polytechnic College of Davao del Sur,11056,11,1,Davao del Sur,Digos City,Existing
Schola de San Jose,11057,12,1,South Cotabato,Polomolok,Existing
Queen of Apostles College Seminary,11058,11,1,Davao del Norte,Tagum City,Existing
Ramon Magsaysay Memorial Colleges,11059,12,1,South Cotabato,General Santos City,Existing
The Rizal Memorial Colleges,11062,11,1,Davao del Sur,Davao City,Existing
Saint Francis Xavier College Seminary,11063,11,1,Davao del Sur,Davao City,Existing
St. Mary's College of Tagum,11064,11,1,Davao del Norte,Tagum City,Existing
Saint Michael College-Cantilan,11065,16,1,Surigao del Sur,Cantilan,Existing
Saint Peter's College of Toril,11066,11,1,Davao del Sur,Davao City,Existing
Saint Theresa College of Tandag,11067,16,1,Surigao del Sur,Tandag City,Existing
Saint Vincent de Paul Diocesan College,11068,16,1,Surigao del Sur,Bislig City,Existing
San Pedro College,11070,11,1,Davao del Sur,Davao City,Existing
North Eastern Mindanao State University-Cagwait,11071,16,2b,Surigao del Sur,Cagwait,Existing
North Eastern Mindanao State University-Lianga,11072,16,2b,Surigao del Sur,Lianga,Existing
North Eastern Mindanao State University-Tagbina,11073,16,2b,Surigao del Sur,Tagbina,Existing
North Eastern Mindanao State University-San Miguel,11074,16,2b,Surigao del Sur,San Miguel,Existing
Serapion C. Basalo Memorial Colleges,11075,11,1,Davao del Sur,Kiblawan,Existing
Southeastern College of Padada,11076,11,1,Davao del Sur,Padada,Existing
Southern Philippines Agri-Business and Marine and Aquatic School of Technology,11077,11,2a,Davao Occidental,Malita,Existing
South Philippine Adventist College,11078,11,1,Davao del Sur,Matanao,Existing
Southern Technological Institute of the Philippines,11079,16,1,Surigao del Sur,Bislig City,Existing
Santa Cruz Mission School,11081,12,1,South Cotabato,Lake Sebu,Existing
Surigao Sur Colleges,11082,16,1,Surigao del Sur,Barobo,Existing
North Eastern Mindanao State University-Cantilan,11083,16,2b,Surigao del Sur,Cantilan,Existing
North Eastern Mindanao State University,11084,16,2a,Surigao del Sur,Tandag City,Existing
Tecarro College Foundation,11085,11,1,Davao del Sur,Davao City,Existing
UM Bansalan College,11088,11,1,Davao del Sur,Bansalan,Existing
UM Digos College,11089,11,1,Davao del Sur,Digos City,Existing
UM Panabo College,11091,11,1,Davao del Norte,Panabo City,Existing
UM Tagum College,11092,11,1,Davao del Norte,Tagum City,Existing
University of Mindanao,11093,11,1,Davao del Sur,Davao City,Existing
University of Southeastern Philippines,11094,11,2a,Davao del Sur,Davao City,Existing
University of the Immaculate Conception,11095,11,1,Davao del Sur,Davao City,Existing
University of Southeastern Philippines-College of Agriculture-Tagum Mabini,11096,11,2b,Davao del Norte,Tagum City,Existing
Davao del Sur State College,11098,11,2a,Davao del Sur,Digos City,Existing
University of Southeastern Philippines-Mintal,11099,11,2b,Davao del Sur,Davao City,Existing
North Eastern Mindanao State University-Bislig Campus,11099a,16,2b,Surigao del Sur,Bislig City,Existing
Joji Ilagan Career Center Foundation,11100,11,1,Davao del Sur,Davao City,Existing
St. Francis Xavier Regional Major Seminary of Mindanao,11101,11,1,Davao del Sur,Davao City,Existing
South Cotabato State College,11106,12,2a,South Cotabato,Surallah,Existing
University of the Philippines-Mindanao,11107,11,2b,Davao del Sur,Davao City,Existing
STI College-Gen. Santos,11112,12,1,South Cotabato,General Santos City,Existing
Green Valley College Foundation,11113,12,1,South Cotabato,Koronadal City,Existing
Assumption College of Davao,11114,11,1,Davao del Sur,Davao City,Existing
Interface Computer College,11115,11,1,Davao del Sur,Davao City,Existing
Marbel School of Science and Technology,11116,12,1,South Cotabato,Koronadal City,Existing
UM Peñaplata College,11120,11,1,Davao del Norte,Island Garden City of Samal,Existing
Aces Tagum College,11122,11,1,Davao del Norte,Tagum City,Existing
St. John Paul II College of Davao,11123,11,1,Davao del Sur,Davao City,Existing
Philippine College of Technology,11124,11,1,Davao del Sur,Davao City,Existing
Mindanao Kokusai Daigaku,11125,11,1,Davao del Sur,Davao City,Existing
Holy Child College of Davao,11126,11,1,Davao del Sur,Davao City,Existing
Mati Doctors College,11128,11,1,Davao Oriental,Mati City,Existing
Southern Philippines Baptist Theological Seminary,11129,11,1,Davao del Sur,Davao City,Existing
STI College-Davao,11130,11,1,Davao del Sur,Davao City,Existing
Jose Maria College,11131,11,1,Davao del Sur,Davao City,Existing
Christian Colleges of Southeast Asia,11136,11,1,Davao del Sur,Davao City,Existing
Davao Winchester Colleges,11137,11,1,Davao del Norte,Sto. Tomas,Existing
Legacy College of Compostela,11138,11,1,Davao de Oro,Compostela,Existing
St. Mary's College Baganga,11140,11,1,Davao Oriental,Baganga,Existing
"Kapalong College of Agriculture, Sciences and Technology",11142,11,3,Davao del Norte,Kapalong,Existing
Holy Cross College of Sasa,11144,11,1,Davao del Sur,Davao City,Existing
Laak Institute Foundation,11146,11,1,Davao de Oro,Laak,Existing
Tagum Doctors College,11153,11,1,Davao del Norte,Tagum City,Existing
Gabriel Taborin College of Davao Foundation,11154,11,1,Davao del Sur,Davao City,Existing
ACES Polytechnic College,11155,11,1,Davao del Norte,Panabo City,Existing
"Governor Generoso College of Arts, Sciences and Technology",11156,11,3,Davao Oriental,Gov. Generoso,Existing
Davao Vision Colleges,11158,11,1,Davao del Sur,Davao City,Existing
St. Thomas More School of Law and Business,11160,11,1,Davao del Norte,Tagum City,Existing
"Monkayo College of Arts, Sciences and Technology",11161,11,3,Davao de Oro,Monkayo,Existing
ACQ College of Ministries,11162,11,1,Davao del Sur,Davao City,Existing
